"ALTITUDE","MEAN_ANNUAL_AIR_TEMP","MEAN_MONTHLY_MAX_TEMP","MEAN_MONTHLY_MIN_TEMP","MEAN_ANNUAL_WIND_SPEED","MEAN_CLOUD_COVER","MEAN_ANNUAL_SUNSHINE","MEAN_ANNUAL_RAINFALL","MAX_MONTHLY_WIND_SPEED","MAX_AIR_TEMP","MAX_WIND_SPEED","MAX_RAINFALL","MIN_AIR_TEMP","MEAN_RANGE_AIR_TEMP"
113.523405943997,9.20794323426671,13.6863545874134,4.99032620454673,1.39205676573329,71.2158864685334,1141.38222704998,734.568227062933,2,32.5039716171334,19.2713031143948,34,-13.6841135314666,8.59602838286664
67.7999704610556,10.0036369007081,14.201818450354,5.90363690070808,1.6727281678468,69.3090873286128,1125.24005451718,706.090873286128,2.6727281678468,33.1036369007081,18.1192451771658,34,-11.4872708475217,8.26545436643064
215.675950519508,9.44520134946797,13.845201349468,5.27296197921969,2,63.9287919031922,1310.4810566196,753.537673770916,2,32.8039217093261,20.794398553049,40.5872035985813,-15.1270380207803,8.65159955017734
215.137994688703,9.45987287212629,13.8598728721263,5.29448021245189,2,63.8407627672423,1310.52992954391,754.33971700957,2,32.8225056380266,20.6878941090458,40.6263276590034,-15.1055197875481,8.64670904262457
230.477604545653,8.44813474430703,12.6561572016915,4.47611977271736,1.36007485794835,68.1194011364132,1259.16487988999,787.597005682066,2,31.7841422301019,41.5476491217381,38.4402994317934,-16.9477604545653,8.21604491476901
248.890041058883,8.88550110543147,13.5325007895939,4.60175150022842,2,66,1641.42117538382,582.812519739848,3,33.3222510264721,24.3726691099045,31.8975023687817,-15.9007461309899,8.93074928936548
215.169242166448,9.24613675032742,13.6476820501965,4.97843988374807,2,65.1692421664484,1601.7277994013,532.938928824384,2.16924216644838,33.3307578335516,22.6958772283074,30.8307578335516,-14.347756132111,8.75231794980355
215.948644384742,8.07703342288733,12.9462200537324,3.49757566899061,2,65.9486443847418,1623.50049008678,564.894419774413,2.94864438474178,32.5513556152582,15.6669721743149,30.0513556152582,-18.712408554554,9.45377994626761
102.013923775405,8.59860762245953,13.265738414973,4.83565396256745,2,64.3147682994604,465.341795714096,520.378908641636,3,32.6944304898381,44.2385260544088,35.6573841497302,-15.9272996973246,8.39721524491906
160.278013023315,9.18391657341272,13.6274478583829,4.91451042832341,1.1451042832341,67.2744785838295,472.710529013066,568.391657341272,2.1451042832341,32.6419582867064,43.6769271326669,30.7255214161705,-15.5,8.71293743005954
115.352140986361,8.64748825058341,13.2921801566146,4.98156396867707,1.81563968677074,63.9218015661463,499.222794703975,514.748825058341,2.81563968677074,32.3737441252917,45.501609181624,34.0781984338537,-15.5,8.31061618793756
57.3906936971471,9.18143772855401,13.3055391482078,5.08697687676176,2.35179716069251,65.3517971606925,1650.24101419654,563.260462464765,3,33.640718864277,27.2055391482078,37.296405678615,-15.8908665304072,8.28338255537674
27.223874517018,9.17993330471218,13.369983326178,5.57247082081158,3,64.6998332617804,1637.89883283246,550.30016673822,3,33.4774458100786,33.9786466380965,34.6998332617804,-14.530016673822,7.79751250536647
48.5857113688253,9.23386254189536,13.3135450167581,5.24063505027443,2.53386254189536,67.3984123743139,1657.72116153641,546.203175251372,3,33.6669312709477,25.8617463882547,36.9322749162093,-15.4721161536407,8.02629622067325
26.5060774579179,9.29012154915836,12.8506077457918,5.92963535252493,3.03292816947214,66,1556.25127043994,733.065856338944,3.06585633894429,30.1275580271613,28.8469612710411,37.8682873221114,-9.92097239326686,6.92426521021407
9.13946257345378,8.94799022860825,11.6860537426546,6.43593160025775,3.47990228608251,66,1596.90073285438,737.340439712629,4.47990228608251,28.8841661136597,39.4768133255087,33.7399511430413,-9.00426382757723,5.32411725670099
15.2705360825639,8.41130350513849,11.3345892783487,5.75342845357955,3.34589278348722,67.3082144330256,1603.4657154642,731.075356700923,3.69178556697443,29.2428037113743,29.9513921647798,33.3458927834872,-10.8051253609126,6.00821443302557
94.1560163029935,8.2604457608657,12.568152536219,4.40547797102481,2,68.2089152173139,155.986957484224,711.241406884277,2.86815253621899,31.5649033695227,23.2102091025891,36.6592373189051,-14.8253491303884,8.16267456519418
107.821606782731,8.12731369244866,12.1668168723118,4.67562102517113,1.57562102517113,65.5462738489732,73.7231264458619,729.81941077346,2,29.8882611295208,37.913002917987,38.0293471761979,-13.6521432842128,7.53363374462351
195.91489806911,8.23430959279649,12.5591351735871,4.3189680240117,1.2189680240117,67.6861918559298,97.4952307346749,733.029287783895,2,30.8868895327672,29.1501459033053,35.5327761680819,-15.2927470895462,8.31827034717426
292.153688494116,9.69222232475877,14.9727781366557,5.5,1.01296279206872,67,1414.2444280386,1276.07964176312,1.01296279206872,34.3662967406213,4.91721437468652,50.9611116237938,-12.6857409287244,9.37537069506943
337.275875633582,9.38802780471742,13.908097316511,5.5,1.5199536588043,67,1462.91555124521,1240.08329022489,1.5199536588043,33.0481204871088,5.17267926200617,49.4401390235871,-12.1280509753153,8.41208804827184
433.35925463587,8.49017994701862,12.3664074536413,5.04263496026397,2,70.8113753311336,1528.81915172189,1095.47011539713,2.76227506622672,31.1901799470186,14.3983087724094,47.2377249337733,-12.8958676125854,7.27131748013198
58.6382029382512,8.9,13.4021347796312,4.63404492654372,3.15894610971011,73.8839950619443,1010.48919436309,536.198542801235,2.80388391431394,34.1978652203688,45.0514222729474,50.7139134184209,-11.3786522036884,8.80213477963116
59.7664358895272,8.9,13.3175173082855,4.60583910276182,3.65457181415074,77.2556018809706,1031.21862122074,536.034052410645,2.29236239265389,34.2824826917145,43.4701734606464,48.7587524113145,-12.2248269171454,8.71751730828546
2.06519648735411,8.60541625332553,11.9252758488525,6.269307897822,3.01367017334504,63.2699746623051,894.038929430142,594.916749334894,3.96725817849777,29.5866600532085,43.4711981586019,35.2410954827537,-10.8288866844028,5.65596795103047
95.0438513178378,10.7101374434307,15.0328776067123,6.58739728014916,1.37808159552515,60.0082175880671,1732.0106738131,674.402734359726,2.37808159552515,34.4169878516346,20.4094348609703,33.8739728014916,-11.309315684624,8.44548032656312
113.163545343094,9.6394091094844,13.8312318423297,5.5795568321133,1.6802954452578,63.0817726715468,1671.30339185592,672.360590890516,2.6802954452578,33.0189659415977,11.9714901893276,35.3605908905156,-13.9449749693507,8.25167501021642
104.820460933261,10.988030728884,15.5820460933261,6.59202048592269,1.01994878519326,59.1396414963529,1729.65777449999,669.603585036471,2,35.3820460933261,18.1545436144553,34.0398975703865,-11.7159590281546,8.99002560740337
101.206185816787,10.0827168127522,14.234445131477,6.35339601594023,2,66.0345663744956,1512.18950884463,757.914190278854,2.25864159362391,33.8085809721146,23.8059310470461,36.4827168127522,-12.1052455776837,7.88104911553673
98.2868153490126,10.2583654476795,14.3583654476795,6.60956051163375,2,65.2440246802289,1510.33962979657,749.827679157024,2.2440246802289,33.7631457034964,23.6414023789777,36.0239012790844,-11.5416345523205,7.74880493604578
99.3965931488201,9.97627018522471,14.1386431667022,6.22033773153089,2,66.2474596295506,1511.81694564829,758.925433240365,2.31186490738764,33.7074566759635,24.0495967224673,36.3762701852247,-12.2915271758568,7.91830543517135
56.4210887497757,9.14466278927866,13.3609038035618,5.13654228213709,2.91879492858425,68.7969873214606,1558.60903803562,649.203012678539,2.95939746429212,32.477144817845,28.4422303362339,34.1624101428315,-14.5512769571505,8.22436152142473
81.5143620469607,9.35143620469607,13.197157275537,5.5285756692756,2.88569732289761,66.8285459843464,1582.42848661449,623.828842833638,2.94284866144881,32.697157275537,28.5561792344809,34.2286053542048,-13.7771394645795,7.66858160626143
90.4533000399824,10.1546699960018,14.6640099880053,6.09066000799648,1.45330003998242,65.3599001199473,1566.20049940026,674.851801839191,2.45330003998242,33.8013699560193,37.7392204856758,35.2801997601055,-12.3574099080404,8.57334998000879
553.591932010837,6.68268474824727,11.4826847482473,2.53100678059272,1.89664406469092,70.5865762587637,1350.45501672244,769.477864571381,2,31.5,48.0409602512643,38.8966440646909,-19.4103355935309,8.95167796765454
498.742126334459,7.21446841638535,11.6062989324331,3.02263790033758,1.74212633445859,67.3710631672293,1295.38976868242,811.062989324331,2.37106316722929,31.0176178826019,34.0857141827244,37.2578736655414,-18.0899599645287,8.62076734881848
499.006570022553,6.99737199097872,12.350985503383,3.0516425056383,1.5032850112766,62.9737199097872,1263.53807752616,808.444154808298,2.5032850112766,32.3052560180426,26.1776769140803,38.5032850112766,-18.0404734672979,9.34967149887234
161.8617115831,9.29944410056341,13.4209868901409,5.48895065549295,1.88950655492954,69.6685196647886,1456.1285732504,906.364834301407,2.88950655492954,32.5657401676057,28.1475268345469,38.4419737802818,-13.688950655493,7.93203623464797
152.701264759293,9.50705251719337,13.2614105034387,5.99128402750939,2.61410503438674,69.3858949656133,1485.49367620354,913.228210068773,3,32.0929474828066,27.7298735240707,37.3858949656133,-11.7348638899624,7.27012647592928
180.978962787427,9.69047878428828,14.289952853974,5.4455023573013,1.45502357301302,68.3650707190391,1425.1765021667,884.206202223664,2.45502357301302,33.2174646404805,31.4801768944068,40.1799057079479,-13.6455023573013,8.84445049667265
356.654363526963,7.83127515297383,12.8109060587827,3.25164424716495,2,67.4218121175654,1533.78187882435,689.938254589215,2,32.6203690941911,22.0435416671735,37.1090605878271,-17.9028860467486,9.51708059986122
289.169564803131,8.44218092900701,13.3074894864112,4.0653085574042,2,67.884361858014,1522.08148655575,699.42180929007,2,33.442180929007,22.8809466993902,33.231276283972,-15.3272019561846,9.24218092900701
346.858410159126,7.97617991534062,12.4332594073843,3.91910042329691,2,67.9528033863753,1541.09661100572,691.90338899428,2.23820084659383,32.5950585607905,24.2146025397815,34.5235983068123,-16.1094393227249,8.51415898408741
358.5729875369,8.4,13.285729875369,3.64281037389301,1.14270124631003,63.4281037389301,1677.13833614299,664.850751098711,2,33.628758504428,20.7611881570629,35.85729875369,-17.857080498524,9.61437925221398
332.817764029838,9.16365493200719,13.6772843325045,4.95002553150989,2,66,1688.15875435737,674.703930377262,2.4772843325045,32.9818274660036,26.7863705995027,36.4318529975135,-15.4317508714739,8.6227156674955
341.05769040063,7.95288452003151,12.305769040063,3.63173071201891,2,66,1654.22334767437,724.144235918298,2,31.3480766560882,14.9082676675813,35,-16.7692304641008,8.65288452003151
96.9021616340615,10.052718987572,14.4097838365939,5.92880545293447,2,61.5217293072492,1646.71740603913,592.244595914846,3,34.3429351509782,17.8893625417689,35.4293515097816,-13.2135836411966,8.80489191829693
77.3698194294702,8.99195434476715,13.2350827945396,4.84882589499466,2,64.5497240182012,1631.93853493175,601.549724018201,3,32.8644681438571,23.3420487525114,33.7251379908994,-15.7710637122858,8.55877069863491
74.1825288464315,8.75547794667073,12.9883248139173,4.62263107942417,2,65.3722506202757,1628.85406017397,602.372250620276,3,32.5868654156569,24.714712301599,33.3138746898621,-16.3262691686861,8.49708120347932
434.790370497387,8.29750441068318,12.9004991178634,3.89600705709308,2,66.9900176427327,1471.9550793923,638.384320754791,2,32.3995008821366,25.5082123981616,35.0199647145346,-17.8950088213664,9.00449206077028
428.708025596337,8.26298838586081,12.8629883858608,3.9,2,66.6298838586081,1488.67479789284,646.142555110622,2,32.3259767717216,20.3399179096922,35.3701161413919,-17.9370116141392,8.96298838586081
415.233735836577,7.40733000552282,11.8160435781348,3.19861643291078,2,66.3623785753734,1482.83956421865,607.394171617925,2.63762142462656,31.2522814356722,26.5701512811038,35.6376214246266,-17.8362378575373,8.68118928768672
169.475620141951,8.73267153422348,13.2960292053409,4.60099269866478,2,69.6832116444129,1446.52437985805,593.465693155304,2.33664232888259,32.9277080408996,19.6952526533536,33.9900730133522,-16.5227445475757,8.69503650667611
195.782320192084,8.6,12.5604821765795,4.71935709789395,2,71.5887492131442,1406.50838644989,628.467504721135,2.79839274473488,31.9612858042121,33.0146489694598,32,-14.319357097894,7.84112507868558
190.370825960767,9.0694876331836,13.4976612205151,4.9173719082959,1.4131404585205,68.305123668164,1423.86859541479,633.497769454028,2.4131404585205,32.5042314497754,18.1413638157262,32.5868595414795,-14.2239421375562,8.58028931221925
297.778613677714,8.2904582783347,13.2301527594449,3.5301527594449,2,64.698472405551,909.222455442583,678.053350932896,2.698472405551,32.3713748350041,18.8638007251113,33.396944811102,-16.2141245050123,9.6
255.788096904755,8.92633401155472,13.9631862401962,3.97896356582642,2,64,905.162386410644,622.842611432076,2.47370445728302,33.7579271316528,34.5805499232372,32,-16.3472935080528,9.93159312009811
276.92122329399,8.61540392402094,13.3923231392168,3.90005020245444,2,64.2308078480419,938.019705541027,608.461113671539,2,33.1615654936293,25.5244016968524,32.6924235441256,-17.3383341014618,9.46151529117487
384.445919499267,8.37836779970676,13.0554080500733,4.0013275493402,1.55408050073311,66.6622415021993,815.992708401249,792.199132401031,2,32.3324483004399,16.1442096074982,36.3377584978007,-15.3271381030791,9.05408050073311
386.631984487176,8.6065279379487,12.9956480413675,4.51523185521364,1,65.0217597931623,820.827373493293,866.521284550428,2,31.9912960827351,22.035495071893,38.2175979316235,-12.9847681447864,8.48041618615389
389.644245402887,8.72666123826057,13.1266612382606,4.64777144463733,1.21110206376761,65.8444082550704,843.461459532326,852.0117534725,2,31.8944489681162,21.9981671984257,39.2666123826057,-13.0422204127535,8.45777958724648
349.271016705781,7.69267914346419,11.5780374303926,4.10732085653581,2.07320856535807,76.7554543889128,254.131366085063,706.222728055436,3,31.3146417130716,23.1227030973286,40.2196256960742,-16.8951711349655,7.57071657385677
351.109882745892,7.69012516285293,11.5703754885588,4.10987483714707,2.09874837147072,76.3212776849978,252.781740400896,708.393611575011,3,31.3197496742941,23.130623382354,40.2962451144122,-16.9283728829119,7.56050065141171
412.14048034884,7.60536044395994,11.3160813318798,4.19463955604006,2.94639556040056,61.9112754731905,207.988666708554,780.443622634048,3,31.4892791120801,23.3934917576116,42.8391866812017,-18.0303142285207,7.22144177583978
1467.89547467884,3.44690510982182,6.64071532946546,0.8,3.68729926785454,67.2182481696364,1585.22788331262,1514.82671583095,4.68729926785454,25.5843649633927,40.7937969170709,65,-17.3312700732145,5.82508029285818
1621.66930842772,3.673043100629,7.31912930188701,0.8,2.17971266247332,63.4492816561833,1653.82307385746,1856.29508194979,3.17971266247332,25.5089856331237,46.5493070796896,65,-17.4820287337527,6.42811493501067
1230.38019902003,3.12338143365923,6.22338143365923,0.431175244878978,4.92206188780256,73.5323713268153,1470.49525422952,1150.78431967879,5.92206188780256,25.1389690560987,40.9830928317038,48.402886019554,-17.9454433214618,5.79220618878026
43.7308105938137,10.4269189406186,14.2269189406186,6.7,2,67.6345947030932,1410.49946228042,709.518920546398,3,33.2730810593814,38.063997500656,34.3654052969068,-10.1384863562882,7.52691894061863
43.9203332378529,10.4079666762147,14.2079666762147,6.7,2,67.5398333810735,1408.03566790791,708.097500716103,3,33.2920333237853,37.6700729713712,34.4601666189265,-10.2521999427117,7.50796667621471
41.6057892628014,9.43110510148108,13.0452103365213,5.86347355768085,2,68.4647369123995,1426.04157986119,731.265791933984,3,30.9692628204823,44.7644459336371,33.0705261752009,-10.675947516039,7.18173677884042
388.537874785252,8.22997831413522,12.8919913256541,3.96796530261636,2,66.2700216858648,975.887571264079,700.251626439858,2.72997831413522,32.6649891570676,18.1361760951848,36,-16.621049877489,8.89702385445125
293.689330759225,7.84718018018175,12.7983886743896,3.24637451737653,1.50402831402607,69.4798584298696,1003.69863910943,720.777953667799,2,32.2504028314026,12.0515070799118,34.5120849420782,-17.8040283140261,9.45201415701304
